id,contract_id,contract_type,side,seller_id,branch_code,currency,rating,notional,rate_type,interest_rate,spread_over_index,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,profiles_json,rates_json,risk_weight,created_at
3c7a8058-a218-443e-804f-cfa84dcb9036,CNT-0247ACD546CF,PAM,ASSET,SLR-DE-003,US,USD,BB,1729583.0,fixed,0.04558,0.0,2022-05-25,2032-09-29,126,annual,30/360,Following,linear,True,0.0,none,"[0.992063, 0.97619, 0.952381, 0.904762, 0.809524, 0.714286, 0.52381, 0.333333, 0.047619, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]",1.0,2026-04-09T16:53:10.826483
56ec9973-b67a-4ec9-b0f9-2ba4e87b2168,CNT-9C0488A6E173,MORTGAGE,ASSET,SLR-DE-011,US,GBP,AAA,4677265.0,floating,0.06449,0.0,2021-08-26,2035-10-12,172,quarterly,ACT/ACT,ModifiedFollowing,constant_installment,True,0.0,mortgage,"[0.994186, 0.982558, 0.965116, 0.930233, 0.860465, 0.790698, 0.651163, 0.511628, 0.302326, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]",1.0,2026-04-09T16:53:10.826630
2048e214-bc23-4e95-80d5-1c2c02cd2d8a,CNT-13189A65C1B3,PAM,ASSET,SLR-DE-015,DE,USD,B,9006414.0,floating,0.07595,0.0,2025-06-28,2028-04-13,34,monthly,ACT/365,Preceding,bullet,False,0.0141,none,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.826693
b9463d14-02d1-4750-af81-6f95143847a8,CNT-C940FF102CA3,ANNUITE,ASSET,SLR-ES-011,ES,EUR,BB,4673623.0,fixed,0.02404,0.0,2023-08-25,2042-10-14,233,quarterly,ACT/365,ModifiedFollowing,linear,False,0.0137,none,"[0.995708, 0.987124, 0.974249, 0.948498, 0.896996, 0.845494, 0.742489, 0.639485, 0.484979, 0.227468, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]",1.0,2026-04-09T16:53:10.826851
e8e74ffd-82cf-4cc9-a9ba-76ee37fc7487,CNT-2D217985A1BC,MORTGAGE,ASSET,SLR-ES-014,ES,EUR,BB,9354066.0,fixed,0.03518,0.0,2024-12-16,2049-04-09,296,monthly,ACT/360,Following,constant_installment,False,0.0,personal,"[0.996622, 0.989865, 0.97973, 0.959459, 0.918919, 0.878378, 0.797297, 0.716216, 0.594595, 0.391892, 0.189189, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]",1.0,2026-04-09T16:53:10.826993
bfb3551a-4713-42c1-b443-fab2ccd13c67,CNT-8E16AE273D5B,TERM_DEPOSIT,PASSIF,,ES,EUR,,9380432.0,fixed,0.02047,0.0,2023-08-14,2027-01-25,42,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]",1.0,2026-04-09T16:53:10.827163
c147053e-c769-42f1-82ce-e534b96cee27,CNT-42D3F2B431FC,BULLET,ASSET,SLR-ES-002,US,USD,BBB,2330821.0,floating,0.06829,0.0,2023-05-02,2025-06-20,26,monthly,30/360,Following,bullet,True,0.0084,none,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.827261
397160e8-e37a-4716-bdb5-71c902291e24,CNT-D9341A720EEA,COMMERCIAL_LOAN,ASSET,SLR-DE-002,US,GBP,B,202619.0,floating,0.06861,0.0,2022-05-17,2034-12-10,153,semiannual,ACT/365,Following,constant_installment,False,0.0,none,"[0.993464, 0.980392, 0.960784, 0.921569, 0.843137, 0.764706, 0.607843, 0.45098, 0.215686, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]",1.0,2026-04-09T16:53:10.827525
db5d5be3-433a-48c5-a788-899355e81a54,CNT-1D2A2782F0F3,TERM_DEPOSIT,PASSIF,,FR,GBP,,10266869.0,fixed,0.00797,0.0,2025-08-05,2029-08-14,49,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]",1.0,2026-04-09T16:53:10.827616
c26a3f41-4c77-4f4f-837b-45912c24387b,CNT-D0429462ADEA,BULLET,ASSET,SLR-DE-015,ES,GBP,NR,336765.0,fixed,0.04297,0.0,2025-07-24,2028-12-05,41,semiannual,ACT/360,Following,linear,True,0.0,commercial,"[0.97561, 0.926829, 0.853659, 0.707317, 0.414634, 0.121951, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]",1.0,2026-04-09T16:53:10.827710
